# unit;contract address;decimals
BGTT;0x7a545ed3863221a974f327199ac22f7f12535f11;18
BHAO;0x6d7c7d764d6f1dfa256c74abb4c4d7861d8ee64c;18
BICO;0xf17e65822b568b3903685a7c9f496cf7656cc6c2;18
BID;0x00000000000045166c45af0fc6e4cf31d9e14b9a;18
BID;0x1da01e84f3d4e6716f274c987ae4bee5dc3c8288;18
BIFI;0x2791bfd60d232150bff86b39b7146c0eaaa2ba81;18
BIOT;0xc07a150ecadf2cc352f5586396e344a6b17625eb;9
BIRD;0x70401dfd142a16dc7031c56e862fc88cb9537ce0;18
BIST;0x6e8908cfa881c9f6f2c64d3436e7b80b1bf0093f;18
BIT;0x1a4b46696b2bb4794eb3d4c26f1c55f9170fa4c5;18
BITTO;0x55a290f08bb4cae8dcf1ea5635a3fcfd4da60456;18
BLANK;0x41a3dba3d677e573636ba691a70ff2d606c29666;18
BLCT;0x6d2c508fc4a588a41713ff59212f85489291d244;18
BMI;0x725c263e32c72ddc3a19bea12c5a0479a81ee688;18
BNF;0x1de5e000c41c8d35b9f1f4985c23988f05831057;18
BNTX;0x86d1d12523b65203851c571fcc029bf90903fb6d;18
BOBO;0xf53c24f7729c88c110265929c7124e6259efccab;9
BOLT;0xd5930c307d7395ff807f2921f12c5eb82131a789;18
BOND;0x0391d2021f89dc339f60fff84546ea23e337750f;18
BOND;0x5dc02ea99285e17656b8350722694c35154db1e8;8
BONDLY;0x91dfbee3965baaee32784c2d546b7a0c62f268c9;18
BONE;0x9813037ee2218799597d83d4a5b6f3b6778218d9;18
BOOST;0x3e780920601d61cedb860fe9c4a90c9ea6a35e78;18
BOR;0x3c9d6c1c73b31c837832c72e04d3152f051fc1a9;18
BOSON;0xc477d038d5420c6a9e0b031712f61c5120090de9;18
BP;0xdf290b162a7d3e0a328cf198308d421954f08b94;18
BREE;0x4639cd8cd52ec1cf2e496a606ce28d8afb1c792f;18
BTRST;0x799ebfabe77a6e34311eeee9825190b9ece32824;18
BTSE;0x666d875c600aa06ac1cf15641361dec3b00432ef;8
BUY;0x31fdd1c6607f47c14a2821f599211c67ac20fa96;18
BUY;0x396ec402b42066864c406d1ac3bc86b575003ed8;2
BXX;0x54f9b4b4485543a815c51c412a9e20436a06491d;18
BYN;0x4bb3205bf648b7f59ef90dee0f1b62f6116bc7ca;18
BZZ;0x19062190b1925b5b6689d7073fdfc8c2976ef8cb;16
C98;0xae12c5930881c53715b369cec7606b70d8eb229f;18
CAPP;0x11613b1f840bb5a40f8866d857e24da126b79d73;2
CAPS;0x03be5c903c727ee2c8c4e9bc0acc860cca4715e2;18
CAT;0x56015bbe3c01fe05bc30a8a9a9fd9a88917e7db3;18
CATE;0xa42f266684ac2ad6ecb00df95b1c76efbb6f136c;18
CBG;0x1900e8b5619a3596745f715d0427fe617c729ba9;18
CBK;0xd85a6ae55a7f33b0ee113c234d2ee308edeaf7fd;18
CELL;0x26c8afbbfe1ebaca03c2bb082e69d0476bffe099;18
CERES;0x2e7b0d4f9b2eaf782ed3d160e3a0a4b1a7930ada;18
CFi;0x63b4f3e3fa4e438698ce330e365e831f7ccd1ef4;18
CGG;0x1fe24f25b1cf609b9c4e7e12d802e3640dfa5e43;18
CGT;0xf56b164efd3cfc02ba739b719b6526a6fa1ca32a;18
CHADS;0x69692d3345010a207b759a7d1af6fc7f38b35c5e;18
CHART;0x1d37986f252d0e349522ea6c3b98cb935495e63e;18
CHI;0x0000000000004946c0e9f43f4dee607b0ef1fa1c;0
CHONK;0x84679bc467dc6c2c40ab04538813aff3796351f1;18
CHR;0x8a2279d4a90b6fe1c4b30fa660cc9f926797baa2;6
CIRUS;0xa01199c61841fce3b3dafb83fefc1899715c8756;18
CIV;0x37fe0f067fa808ffbdd12891c0858532cfe7361d;18
CLS;0x675bbc7514013e2073db7a919f6e4cbef576de37;18
CLV;0x80c62fe4487e1351b47ba49809ebd60ed085bf52;18
CO2;0x75739d5944534115d7c54ee8c73f186d793bae02;18
COCOS;0xc4c7ea4fab34bd9fb9a5e1b1a98df76e26e6407c;18
COIN;0x87b008e57f640d94ee44fd893f0323af933f9195;18
COLL;0x957891c11616d3e0b0a76a76fb42724c382e0ef3;18
COMBO;0xffffffff2ba8f66d4e51811c5190992176930278;18
CONV;0xc834fa996fa3bec7aad3693af486ae53d8aa8b50;18
COOK;0xff75ced57419bcaebe5f05254983b013b0646ef5;18
COR;0x9c2dc0c3cc2badde84b0025cf4df1c5af288d835;18
CORA;0x6a7260e44789aef24fdaf72d80ecdc253aaa079e;18
CORE;0x62359ed7505efc61ff1d56fef82158ccaffa23d7;18
CORN;0xa456b515303b2ce344e9d2601f91270f8c2fea5e;18
CORX;0x26a604dffe3ddab3bee816097f81d3c4a2a4cf97;8
COV;0xada86b1b313d1d5267e3fc0bb303f0a2b66d0ea7;18
COVAL;0x3d658390460295fb963f54dc0899cfb1c30776df;8
CPOOL;0x66761fa41377003622aee3c7675fc7b5c1c2fac5;18
CPR;0x20ae0ca9d42e6ffeb1188f341a7d63450452def6;18
CQT;0xd417144312dbf50465b1c641d016962017ef6240;18
CRBN;0xcdeee767bed58c5325f68500115d4b722b3724ee;18
CRE8;0xc36b4311b21fc0c2ead46f1ea6ce97c9c4d98d3d;18
CRPT;0x08389495d7456e1951ddf7c3a1314a4bfb646d8b;18
CRTS;0x678e840c640f619e17848045d23072844224dd37;18
CRU;0x32a7c02e79c4ea1008dd6564b35f131428673c41;18
CRV;0xd533a949740bb3306d119cc777fa900ba034cd52;18
CRWNY;0xdbddf072d7aae7b9288e31a4eebe6c54e3a143b1;18
CSM;0x2620638eda99f9e7e902ea24a285456ee9438861;18
CTASK;0x196c81385bc536467433014042788eb707703934;18
CTI;0x8c18d6a985ef69744b9d57248a45c0861874f244;18
CUDOS;0x817bbdbc3e8a1204f3691d14bb44992841e3db35;18
CUMSTAR;0xd7bca643468c1b2141f3cb64d53dd5dc1138c9a0;18
CV;0x50bc2ecc0bfdf5666640048038c1aba7b7525683;18
CVP;0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1;18
CVR;0x3c03b4ec9477809072ff9cc9292c9b25d4a8e6c6;18
CVX;0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b;18
CWS;0xac0104cca91d167873b8601d2e71eb3d4d8c33e0;18
CYCLUB;0x3b58c52c03ca5eb619eba171091c86c34d603e5f;9
DACXI;0xefab7248d36585e2340e5d25f8a8d243e6e3193f;18
DAFI;0xfc979087305a826c2b2a0056cfaba50aad3e6439;18
DANK;0x9ea1ae46c15a4164b74463bc26f8aa3b0eea2e6e;18
DAO;0x0f51bb10119727a7e5ea3538074fb341f56b09ad;18
DAPP;0x939b462ee3311f8926c047d2b576c389092b1649;4
DAR;0x081131434f93063751813c619ecca9c4dc7862a3;6
DATA;0x8f693ca8d21b157107184d29d398a8d082b38b76;18
DBET;0x9b68bfae21df5a510931a262cecf63f41338f264;18
DDIM;0xfbeea1c75e4c4465cb2fccc9c6d6afe984558e20;18
DDOS;0x7fbec0bb6a7152e77c30d005b5d49cbc08a602c3;18
DDX;0x3a880652f47bfaa771908c07dd8673a787daed3a;18
DEC;0x30f271c9e86d2b7d00a6376cd96a1cfbd5f0b9b3;18
DEFI++;0x8d1ce361eb68e9e05573443c407d4a3bed23b033;18
DEGO;0x88ef27e69108b2633f8e1c184cc37940a075cc02;18
DEPAY;0xa0bed124a09ac2bd941b10349d8d224fe3c955eb;18
DERC;0x9fa69536d1cda4a04cfb50688294de75b505a9ae;18
DERI;0xa487bf43cf3b10dffc97a9a744cbb7036965d3b9;18
DEXE;0xde4ee8057785a7e8e800db58f9784845a5c2cbd6;18
DEXT;0xfb7b4564402e5500db5bb6d63ae671302777c75a;18
DFA;0x62959c699a52ec647622c91e79ce73344e4099f5;18
DFSOCIAL;0x54ee01beb60e745329e6a8711ad2d6cb213e38d7;18
DFYN;0x9695e0114e12c0d3a3636fab5a18e6b737529023;18
DG;0xee06a81a695750e71a662b51066f2c74cf4478a0;18
DG;0x4b520c812e8430659fc9f12f6d0c39026c83588d;18
DG;0x53c8395465a84955c95159814461466053dedede;18
DGTX;0xc666081073e8dff8d3d1c2292a29ae1a2153ec09;18
DHT;0xca1207647ff814039530d7d35df0e1dd2e91fa84;18
DHV;0x62dc4817588d53a056cbbd18231d91ffccd34b2a;18
DIGG;0x798d1be841a82a273720ce31c822c61a67a601c3;9
DINU;0xbb1ee07d6c7baeb702949904080eb61f5d5e7732;18
DIP;0xc719d010b63e5bbf2c0551872cd5316ed26acd83;18
DISTX;0x4b4701f3f827e1331fb22ff8e2beac24b17eb055;18
DODO;0x43dfc4159d86f3a37a5a4b3d4580b888ad7d4ddd;18
DOE;0xf8e9f10c22840b613cda05a0c5fdb59a4d6cd7ef;18
DOGEFI;0x9b9087756eca997c5d595c840263001c9a26646d;18
DOGES;0xb4fbed161bebcb37afb1cb4a6f7ca18b977ccb25;18
DOKI;0x9ceb84f92a0561fa3cc4132ab9c0b76a59787544;18
DON;0x217ddead61a42369a266f1fb754eb5d3ebadc88a;18
DOP;0x6bb61215298f296c55b19ad842d3df69021da2ef;18
DORA;0xbc4171f45ef0ef66e76f979df021a34b46dcc81d;18
DOS;0x0a913bead80f321e7ac35285ee10d9d922659cb7;18
DOSE;0xb31ef9e52d94d4120eb44fe1ddfde5b4654a6515;18
DOUGH;0xad32a8e6220741182940c5abf610bde99e737b2d;18
DOWS;0x661ab0ed68000491d98c796146bcf28c20d7c559;18
DPI;0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b;18
DPR;0xf3ae5d769e153ef72b4e3591ac004e89f48107a1;18
DRC;0xa150db9b1fa65b44799d4dd949d922c0a33ee606;0
DRC;0xb78b3320493a4efaa1028130c5ba26f0b6085ef8;18
DREP;0x3ab6ed69ef663bd986ee59205ccad8a20f98b4c2;18
DUCATO;0xa117ea1c0c85cef648df2b6f40e50bb5475c228d;18
DUCK;0xc0ba369c8db6eb3924965e5c4fd0b4c1b91e305f;18
DVC;0x00d46727c2e4a6e358a8c0d638137a3d91b19be6;18
DVD;0x77dce26c03a9b833fc2d7c31c22da4f42e9d9582;18
DVF;0xdddddd4301a082e62e84e43f474f044423921918;18
DVI;0x10633216e7e8281e33c86f02bf8e565a635d9770;18
DWEB;0xe7f58a92476056627f9fdb92286778abd83b285f;18
DYDX;0x92d6c1e31e14520e676a687f0a93788b716beff5;18
DYP;0x961c8c0b1aad0c0b10a51fef6a867e3091bcef17;18
EDEN;0x1559fa1b8f28238fd5d76d9f434ad86fd20d1559;18
EDN;0x89020f0d5c5af4f3407eb5fe185416c457b0e93e;18
EFI;0x656c00e1bcd96f256f224ad9112ff426ef053733;18
EFX;0x9b917d94fb0138edf520332f3d45494f1a74bec8;18
ELAND;0x33e07f5055173cf8febede8b21b12d1e2b523205;18
ELON;0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3;18
ENB;0xa6fb1df483b24eeab569e19447e0e107003b9e15;18
ENS;0xc18360217d8f7ab5e7c516566761ea12ce7f9d72;18
EPIK;0x4da0c48376c277cdbd7fc6fdc6936dee3e4adf75;18
EPK;0xdaf88906ac1de12ba2b1d2f7bfc94e9638ac40c4;18
EQZ;0x1da87b114f35e1dc91f72bf57fc07a768ad40bb0;18
ERN;0xbbc2ae13b23d715c30720f079fcd9b4a74093505;18
ESD;0x36f3fd68e7325a35eb768f1aedaae9ea0689d723;18
ETHA;0x59e9261255644c411afdd00bd89162d09d862e38;18
ETHPAD;0x8db1d28ee0d822367af8d220c0dc7cb6fe9dc442;18
ETHV;0xeeeeeeeee2af8d0e1940679860398308e0ef24d6;18
ETHY;0xd1afbccc9a2c2187ea544363b986ea0ab6ef08b5;18
ETHYS;0xd0d3ebcad6a20ce69bc3bc0e1ec964075425e533;18
EVZ;0x7a939bb714fd2a48ebeb1e495aa9aaa74ba9fa68;18
EXM;0x83869de76b9ad8125e22b857f519f001588c0f62;8
EXNT;0xd6c67b93a7b248df608a653d82a100556144c5da;16
EXRD;0x6468e79a80c0eab0f9a2b574c8d5bc374af59414;18
EYE;0x9a257c90fa239fba07771ef7da2d554d148c2e89;18
EZ;0x00aba6fe5557de1a1d565658cbddddf7c710a1eb;18
FARM;0xa0246c9032bc3a600820415ae600c6388619a14d;18
FB;0xfb19075d77a0f111796fb259819830f4780f1429;6
FCL;0xf4d861575ecc9493420a3f5a14f85b13f0b50eb3;18
FEAR;0x88a9a52f944315d5b4e917b9689e65445c401e83;18
FEI;0x956f47f50a910163d8bf957cf5846d573e7f87ca;18
FERA;0x539f3615c1dbafa0d008d87504667458acbd16fa;18
FET;0xaea46a60368a7bd060eec7df8cba43b7ef41ad85;18
FF;0x7e9d8f07a64e363e97a648904a89fb4cd5fb94cd;18
FIN;0x054f76beed60ab6dbeb23502178c52d6c5debe40;18
FKX;0x16484d73ac08d2355f466d448d2b79d2039f6ebb;18
FLETA;0x40897c872214303b6f479a37e549ee1516b264a2;18
FLEX;0xfcf8eda095e37a41e002e266daad7efc1579bc0a;18
FLX;0x6243d8cea23066d098a15582d81a598b4e8391f4;18
FMT;0x99c6e435ec259a7e8d65e1955c9423db624ba54c;18
FMTA;0xaa9d866666c2a3748d6b23ff69e63e52f08d9ab4;18
FNX;0xef9cd7882c067686691b6ff49e650b43afbbcc6b;18
FONT;0x4c25bdf026ea05f32713f00f73ca55857fbf6342;18
FORM;0x21381e026ad6d8266244f2a583b35f9e4413fa2a;18
FORTH;0x77fba179c79de5b7653f68b5039af940ada60ce0;18
FOX;0xc770eefad204b5180df6a14ee197d99d808ee52d;18
FRAX;0x853d955acef822db058eb8505911ed77f175b99e;18
FRONT;0xf8c3527cc04340b208c854e985240c02f7b7793f;18
FSW;0xfffffffff15abf397da76f1dcc1a1604f45126db;18
FUSE;0x970b9bb2c0444f5e81e9d0efb84c8ccdcdcaf84d;18
FWT;0xf151980e7a781481709e8195744bf2399fb3cba4;18
FXF;0x8a40c222996f9f3431f63bf80244c36822060f12;18
FXS;0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0;18
FYZ;0x6bff2fe249601ed0db3a87424a2e923118bb0312;18
GALA;0x15d4c048f83bd7e37d49ea4c83a07267ec4203da;8
GATE;0x9d7630adf7ab0b0cb00af747db76864df0ec82e4;18
GCR;0x6307b25a665efc992ec1c1bc403c38f3ddd7c661;4
GDAO;0x515d7e9d75e2b76db60f8a051cd890eba23286bc;18
GDR;0x874d4c9b980f1a13dd44cbcdb912e24ef0671ed0;18
GEAR;0x1b980e05943de3db3a459c72325338d327b6f5a9;18
GEEQ;0x6b9f031d718dded0d681c20cb754f97b3bb81b78;18
GFX;0x65ad6a2288b2dd23e466226397c8f5d1794e58fc;18
GHST;0x3f382dbd960e3a9bbceae22651e88158d2791550;18
GHX;0x728f30fa2f100742c7949d1961804fa8e0b1387d;18
GLCH;0x038a68ff68c393373ec894015816e33ad41bd564;18
GLM;0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429;18
GLQ;0x9f9c8ec3534c3ce16f928381372bfbfbfb9f4d24;18
GMB;0x1b148b90442826375e864b71165a18b4d9256097;18
GMEE;0xd9016a907dc0ecfa3ca425ab20b6b785b42f2373;18
GMT;0x7ddc52c4de30e94be3a6a0a2b259b2850f421989;18
GNY;0xb1f871ae9462f1b2c6826e88a7827e76f86751d4;18
GODS;0xccc8cb5229b0ac8069c51fd58367fd1e622afd97;18
GOF;0x488e0369f9bc5c40c002ea7c1fe4fd01a198801c;18
GOLD;0x40d1f63b5d2048e67e9bedb1b4c2f1a9fb4b6817;18
GOVI;0xeeaa40b28a2d1b0b08f6f97bb1dd4b75316c6107;18
GPYX;0x3e3cda3218212503883c79f6d2feef29e6bbb87d;18
GRG;0x4fbb350052bca5417566f188eb2ebce5b19bc964;18
GRT;0xc944e90c64b2c07662a292be6244bdf05cda44a7;18
GS;0xe0b9a2c3e9f40cf74b2c7f591b2b0cca055c3112;18
GSWAP;0xaac41ec512808d64625576eddd580e7ea40ef8b2;18
GTC;0xde30da39c46104798bb5aa3fe8b9e0e1f348163f;18
GTH;0xc3771d47e2ab5a519e2917e61e23078d0c05ed7f;18
GTON;0x01e0e2e61f554ecaaec0cc933e739ad90f24a86d;18
GUM;0x4f5fa8f2d12e5eb780f6082dd656c565c48e0f24;18
GXT;0x4674672bcddda2ea5300f5207e1158185c944bc0;18
GYEN;0xc08512927d12348f6620a698105e1baac6ecd911;6
GZONE;0xb6adb74efb5801160ff749b1985fd3bd5000e938;18
HAKKA;0x0e29e5abbb5fd88e28b2d355774e73bd47de3bcd;18
HALV;0x9e7cb236e43c4bd042fe463df6a175d4479ee186;18
HAPI;0xd9c2d319cd7e6177336b0a9c93c21cb48d84fb54;18
HBTC;0x0316eb71485b0ab14103307bf65a021042c6d380;18
HEGIC;0x584bc13c7d411c00c01a62e8019472de68768430;18
HEZ;0xeef9f339514298c6a857efcfc1a762af84438dee;18
HGET;0x7968bc6a03017ea2de509aaa816f163db0f35148;6
HGOLD;0x0c93b616933b0cd03b201b29cd8a22681dd9e0d9;8
HOD;0xce16a802725438af9b4dcac00e7791e3d890e3b4;18
HOGE;0xfad45e47083e4607302aa43c65fb3106f1cd7607;9
HORD;0x43a96962254855f16b925556f9e97be436a43448;18
HOTCROSS;0x4297394c20800e8a38a619a243e9bbe7681ff24e;18
HTN;0x4b4b1d389d4f4e082b30f75c6319c0ce5acbd619;18
HYDRO;0x946112efab61c3636cbd52de2e1392d7a75a6f01;18
HYVE;0xd794dd1cada4cf79c9eebaab8327a1b0507ef7d4;18
IBP;0x7d14b842630cbc2530cb288109e5719e0c4d67d7;18
ICHI;0x903bef1736cddf2a537176cf3c64579c3867a881;9
ID;0xebd9d99a3982d547c5bb4db7e3b1f9f14b67eb83;18
IDEA;0x5d3a4f62124498092ce665f865e0b38ff6f5fbea;18
IDIA;0x0b15ddf19d47e6a86a56148fb4afffc6929bcb89;18
IDLE;0x875773784af8135ea0ef43b5a374aad105c5d39e;18
IDV;0x92ec47df1aa167806dfa4916d9cfb99da6953b8f;18
IF;0xb0e1fc65c1a741b4662b813eb787d369b8614af1;18
IGG;0x8ffe40a3d0f80c0ce6b203d5cdc1a6a86d9acaea;6
ILV;0x767fe9edc9e0df98e07454847909b5e959d7ca0e;18
IMX;0xf57e7e7c23978c3caec3c3548e3d615c346e79ff;18
INEX;0xa2d77f8353cb2afd709aba4a967257511ecff716;8
INFI;0x159751323a9e0415dd3d6d42a1212fe9f4a0848c;18
INFS;0x193408ca0576b73156ed42a2ea7d6fd3f6507162;1
INJ;0xe28b3b32b6c345a34ff64674606124dd5aceca30;18
INSUR;0x544c42fbb96b39b21df61cf322b5edc285ee7429;18
IOEN;0x1e4e46b7bf03ece908c88ff7cc4975560010893a;18
ISLE;0x1681bcb589b3cfcf0c0616b0ce9b19b240643dc1;9
ISP;0xc8807f0f5ba3fa45ffbdc66928d71c5289249014;18
ITGR;0xd502f487e1841fdc805130e13eae80c61186bc98;18
IUT;0xd36a0e7b741542208ae0fbb35453c893d0136625;0
JASMY;0x7420b4b9a0110cdc71fb720908340c03f9bc03ec;18
JGN;0x73374ea518de7addd4c2b624c0e8b113955ee041;18
K21;0xb9d99c33ea2d86ec5ec6b8a4dd816ebba64404af;18
KAMPAY;0x3907e6ff436e2b2b05d6b929fb05f14c0ee18d90;18
KANGAL;0x6e765d26388a17a6e86c49a8e41df3f58abcd337;18
KAT;0x14da230d6726c50f759bc1838717f8ce6373509c;18
KCAL;0x14eb60f5f270b059b0c788de0ddc51da86f8a06d;10
KCS;0xf34960d9d60be18cc1d5afc1a6f012a723a28811;6
KEYFI;0xb8647e90c0645152fccf4d9abb6b59eb4aa99052;18
KFT;0xef53462838000184f35f7d991452e5f25110b207;18
KICK;0x824a50df33ac1b41afc52f4194e2e8356c17c3ac;10
KIMCHI;0x1e18821e69b9faa8e6e75dffe54e7e25754beda0;18
KIT;0x7866e48c74cbfb8183cd1a929cd9b95a7a5cb4f4;18
KKO;0x368c5290b13caa10284db58b4ad4f3e9ee8bf4c9;18
KNC;0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202;18
KOK;0x9b9647431632af44be02ddd22477ed94d14aacaa;18
KOMBAT;0x878cf148ccbb50426043a9affe54ba408221c7fa;8
KONO;0x850aab69f0e0171a9a49db8be3e71351c8247df4;18
KP3R;0x1ceb5cb57c4d4e2b2433641b95dd330a33185a44;18
KP4R;0xa89ac6e529acf391cfbbd377f3ac9d93eae9664e;18
KSEED;0x3f09400313e83d53366147e3ea0e4e2279d80850;18
KTLYO;0x24e3794605c84e580eea4972738d633e8a7127c8;18
KTN;0x491e136ff7ff03e6ab097e54734697bb5802fc1c;18
KWIK;0x286c0936c7eaf6651099ab5dab9ee5a6cb5d229d;18
KYL;0x67b6d479c7bb412c54e03dca8e1bc6740ce6b99c;18
L2;0xbbff34e47e559ef680067a6b1c980639eeb64d24;18
L3P;0xdef1da03061ddd2a5ef6c59220c135dec623116d;18
LABS;0x8b0e42f366ba502d787bb134478adfae966c8798;18
LAND;0x0e2ef8aecb3c01ad5d596f1b67134e178199984d;18
LAYER;0x0ff6ffcfda92c53f615a4a75d982f399c989366b;18
LCMS;0x86911b82bfa596e9377836838ac1f0d9ad4ecc19;18
LDO;0x5a98fcbea516cf06857215779fd812ca3bef1b32;18
LEAD;0x1dd80016e3d4ae146ee2ebb484e8edd92dacc4ce;18
LGCY;0xae697f994fc5ebc000f8e22ebffee04612f98a0d;18
LIFE;0x6c936d4ae98e6d2172db18c16c4b601c99918ee6;18
LINA;0x3e9bc21c9b189c09df3ef1b824798658d5011937;18
LIT;0xb59490ab09a0f526cc7305822ac65f2ab12f9723;18
LITH;0x188e817b02e635d482ae4d81e25dda98a97c4a42;18
LITH;0xf8a4a419c2d7140e49ef952a7e7ae1bd4a8b6b9c;18
LKR;0x80ce3027a70e0a928d9268994e9b85d03bd4cdcf;18
LNC;0x6beb418fc6e1958204ac8baddcf109b8e9694966;18
LOCG;0x60eb57d085c59932d5faa6c6026268a4386927d0;18
LOCK;0x95172ccbe8344fecd73d0a30f54123652981bd6f;18
LON;0x0000000000095413afc295d19edeb1ad7b71c952;18
LONDON;0x491d6b7d6822d5d4bc88a1264e1b47791fd8e904;18
LOOM;0x42476f744292107e34519f9c357927074ea3f75d;18
LOOT;0x7b3d36eb606f873a75a6ab68f8c999848b04f935;18
LOTTO;0xb0dfd28d3cf7a5897c694904ace292539242f858;18
LQTY;0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d;18
LSS;0x3b9be07d622accaed78f479bc0edabfd6397e320;18
LTX;0xa393473d64d2f9f026b60b6df7859a689715d092;8
LUA;0xb1f66997a5760428d3a87d68b90bfe0ae64121cc;18
LUSD;0x5f98805a4e8be255a32880fdec7f6728c6568ba0;18
LYNC;0x8f87ec6aad3b2a8c44f1298a1af56169b8e574cf;18
MAHA;0xb4d930279552397bba2ee473229f89ec245bc365;18
MAP;0x9e976f211daea0d652912ab99b0dc21a7fd728e4;18
MAPS;0x2b915b505c017abb1547aa5ab355fbe69865cc6d;6
MARK;0x67c597624b17b16fb77959217360b7cd18284253;9
MARSH;0x5a666c7d92e5fa7edcb6390e4efd6d0cdd69cf37;18
MASK;0x69af81e73a73b40adf4f3d4223cd9b1ece623074;18
MASQ;0x06f3c323f0238c72bf35011071f2b5b7f43a054c;18
MATTER;0x9b99cca871be05119b2012fd4474731dd653febe;18
MBN;0xaf80951201a0eff85a0fd3adf4c7043db856d3e6;18
MBONK;0xacfe45c352c902ae3a3f9b6bfe6ec994c5d791bf;18
MC;0x949d48eca67b17269629c7194f4b727d4ef9e5d6;18
MEME;0xd5525d397898e5502075ea5e830d8914f6f0affe;8
MES;0x8f1135ea4f8946949441716d66e5390c5a990df0;8
METIS;0x9e32b13ce7f2e80a01932b42553652e053d6ed8e;18
MFTU;0xba745513acebcbb977497c569d4f7d340f2a936b;18
MILK2;0x80c8c3dcfb854f9542567c8dac3f44d709ebc1de;18
MINT;0x0cdf9acd87e940837ff21bb40c9fd55f68bba059;18
MIR;0x09a3ecafa817268f77be1283176b946c4ff2e608;18
MLT;0x9506d37f70eb4c3d79c398d326c871abbf10521d;18
MNE;0x426ca1ea2406c07d75db9585f22781c096e3d0e0;8
MNW;0xd3e4ba569045546d09cf021ecc5dfe42b1d7f6e4;18
MOD;0xea1ea0972fa092dd463f2968f9bb51cc4c981d71;18
MOMA;0xbd1848e1491d4308ad18287a745dd4db2a4bd55b;18
MONA;0x275f5ad03be0fa221b4c6649b8aee09a42d9412a;18
MOON;0x68a3637ba6e75c0f66b61a42639c4e9fcd3d4824;18
MOONS;0x260e63d91fccc499606bae3fe945c4ed1cf56a56;18
MOOV;0x24ec2ca132abf8f6f8a6e24a1b97943e31f256a7;18
MORE;0x305de070488c8469dfac957226c9c900c4bfba22;8
MPH;0x8888801af4d980682e47f1a9036e589479e835c5;18
MPL;0x33349b282065b0284d756f0577fb39c158f935e6;18
MSB;0x84c722e6f1363e8d5c6db3ea600bef9a006da824;18
MTHD;0x84ba4aecfde39d69686a841bab434c32d179a169;18
MTLX;0x2e1e15c44ffe4df6a0cb7371cd00d5028e571d14;18
MUSE;0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81;18
MVC;0x581911b360b6eb3a14ef295a83a91dc2bce2d6f7;18
MX;0xe0df31d06d72b2f5231489af0edc422b372f49f1;18
MXX;0x8a6f3bf52a26a21531514e23016eeae8ba7e7018;8
MYST;0x4cf89ca06ad997bc732dc876ed2a7f26a9e7f361;18
N1;0xacbd826394189cf2623c6df98a18b41fc8ffc16d;18
NAAL;0xc133529e57681b2999708f9458be5634e293995e;18
NAME;0xe1a4c5bbb704a92599fedb191f451e0d3a1ed842;18
NCDT;0xe0c8b298db4cffe05d1bea0bb1ba414522b33c1b;18
NCT;0x8a9c4dfe8b9d8962b31e4e16f8321c44d48e246e;18
NDR;0x739763a258640919981f9ba610ae65492455be53;18
NDX;0x86772b1409b61c639eaac9ba0acfbb6e238e5f83;18
NFT;0xcb8d1260f9c92a3a545d409466280ffdd7af7042;18
NFTI;0xe5feeac09d36b18b3fa757e5cf3f8da6b8e27f4c;18
NFTX;0x87d73e916d7057945c9bcd8cdd94e42a6f47f776;18
NFY;0x1cbb83ebcd552d5ebf8131ef8c9cd9d9bab342bc;18
NGM;0xed0d5747a9ab03a75fbfec3228cd55848245b75d;6
NIF;0x7e291890b01e5181f7ecc98d79ffbe12ad23df9e;18
NIOX;0xc813ea5e3b48bebeedb796ab42a30c5599b01740;4
NOIA;0xa8c8cfb141a3bb59fea1e2ea6b79b5ecbcd7b6ca;18
NORD;0x6e9730ecffbed43fd876a264c982e254ef05a0de;18
NSBT;0x9d79d5b61de59d882ce90125b18f74af650acb93;6
NSURE;0x20945ca1df56d237fd40036d47e866c7dccd2114;18
NU;0x4fe83213d56308330ec302a8bd641f1d0113a4cc;18
NUX;0x89bd2e7e388fab44ae88bef4e1ad12b4f1e0911c;18
NWC;0x968f6f898a6df937fc1859b323ac2f14643e3fed;18
O3;0xee9801669c6138e84bd50deb500827b776777d28;18
OCEAN;0x967da4048cd07ab37855c090aaf366e4ce1b9f48;18
OCTO;0x7240ac91f01233baaf8b064248e80feaa5912ba3;18
ODDZ;0xcd2828fc4d8e8a0ede91bb38cf64b1a81de65bf6;18
OIN;0x9aeb50f542050172359a0e1a25a9933bc8c01259;8
OLY;0x6595b8fd9c920c81500dca94e53cdc712513fb1f;18
OM;0x3593d125a4f7849a1b059e64f4517a86dd60c95d;18
OML;0x224db5e6180761df4c3d8936585f6b8b83879770;18
ONE;0x946551dd05c5abd7cc808927480225ce36d8c475;18
ONX;0xcf78c7dd70d6f30f6e3609e905e78305da98c863;18
OOE;0x7778360f035c589fce2f4ea5786cbd8b36e5396b;18
